VENDOR ID,VENDOR,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
55446024,CHICAGO PATROLMEN'S FEDERAL CREDIT UNION,FOR SIMONE LEWIS,4216 ANDOVER DRIVE,RICHTON  PARK,IL,60471
94129157H,CHICAGO PIPE & BOILER COVER 01,1274 RIDGEWOOD DR,,HIGHLAND PARK,IL,60035
95236335H,CHICAGO POLICE CAPTAINS ASSOC,1616 W PERSHING EFT,,CHICAGO,IL,60609
31351862P,CHICAGO POLICE DEPARTMENT-ACCT #1,3510 S MICHIGAN AVE # 3NE,,CHICAGO,IL,60653
95236314X,CHICAGO POLICE LTS ASSOCIATION,5359 N PITTSBURG AVENUE EFT,,CHICAGO,IL,60656
93323525V,CHICAGO POLICE ORGAN.CRIM DIV.,3510 S MICHIGAN AVE,,CHICAGO,IL,60653
95236309V,CHICAGO POLICE SERGEANTS ASSOC,1616 W PERSHING ROAD EFT,,CHICAGO,IL,60609
31351866L,CHICAGO POLICE TRAINING ACADMY,1300 W JACKSON BLVD,,CHICAGO,IL,60607
93915710T,CHICAGO PUBLIC ART GROUP,600 W CERMAK ROAD EFT,,CHICAGO,IL,60616
61370472M,CHICAGO PUBLIC LIBRARY FOUNDAT,20 N MICHIGAN AVE STE 204,,CHICAGO,IL,60602
93802068V,CHICAGO PUBLIC SCHOOLS,125 S CLARK EFT,,CHICAGO,IL,60603
33658891A,CHICAGO RAIL LINK RAILROAD,252 CLAYTON ST FL 4TH,,DENVER,CO,80206
31318732Z,CHICAGO RECOVERY ALLIANCE,400 E OHIO ST STE 3103  EFT,APT 3103,CHICAGO,IL,60611
73166927T,"CHICAGO RESTAURANT PARTNERS, LLC.",2301 S LAKE SHORE DR,,CHICAGO,IL,60616
95122382M,CHICAGO RIVER MONTICELLO LLC,5844 N BERNARD ST,,CHICAGO,IL,60659
94556457P,CHICAGO RUNNING & SPECIAL EVENTS MANAGEMENT INC,2221 W 43RD ST,,CHICAGO,IL,60609
84581857L,"CHICAGO SCAFFOLDING, INC.",4824 W LAKE ST FL 1ST,,CHICAGO,IL,60644
30431100T,CHICAGO SIGNATURE SRVC @ NAVYP,600 E GRAND AVE,,CHICAGO,IL,60611
23324951M,CHICAGO SISTER CITIES INTERNATIONAL PROG,78 E WASHINGTON ST FL 4TH,,CHICAGO,IL,60602
38243256L,CHICAGO SPORTSERVICE,1410 S MUSEUM CAMPUS DR,,CHICAGO,IL,60605
14598458Z,CHICAGO STATE UNIVERSITY LEARNING CENTER,9501 S KING DRIVE EFT,,CHICAGO,IL,60628-1598
41420164A,CHICAGO SUN-TIMES,350 N ORLEANS ST,,CHICAGO,IL,60654
93786666M,CHICAGO TITLE & DEED,2818 W HENDERSON ST,,CHICAGO,IL,60618
31283554Z,CHICAGO TITLE & TRUST CO,PO BOX 97767,,CHICAGO,IL,60678-7767
22389045X,"CHICAGO TITLE INSURANCE, CO.",171 N. CLARK/B. O'LENA,,CHICAGO,IL,60601
93159145E,CHICAGO TRAINING CENTER,PO BOX 7076  EFT,,CHICAGO,IL,60680
85248875Z,CHICAGO TRANSIT AUTHORITY 01,MERCHANDISE MART,CASHIER'S OFFICE,CHICAGO,IL,60654
3697024T,CHICAGO TRANSITY AUTHORITY.,PO BOX 3555,,CHICAGO,IL,60654-0555
93120136V,CHICAGO TRIBUNE,435 N MICHIGAN AVE STE 1015,,CHICAGO,IL,60611
85248951E,CHICAGO TRIBUNE 02,435 N MICHIGAN AVE RM 300,,CHICAGO,IL,60611
14863642H,CHICAGO TROLLEY COMPANY. - (CHARTER/SIGHTSEEING OPER.),615 W 41ST ST,,CHICAGO,IL,60609
3605543E,CHICAGO UNION STATION CO MICKI FITZGERALD,210 S CANAL ST # 107,,CHICAGO,IL,60606
31330257V,"CHICAGO UNITED INC, LIMITED",53 W JACKSON BLVD STE 1450,,CHICAGO,IL,60604
22085024V,"CHICAGO UNITED INDUSTRIES, LIMITED",53 W JACKSON BLVD # 1450,,CHICAGO,IL,60604-3806
5042167L,CHICAGO URBAN LEAGUE,4510 S MICHIGAN AVE FL 1ST,,CHICAGO,IL,60653
31311292X,CHICAGO URBAN LEAGUE DEV CORP,4510 S MICHIGAN AVENUE EFT,,CHICAGO,IL,60653-3898
3786229H,CHICAGO VETERINARY EMERGENCY SERVICES ASSOC,SERV. ASSOC.,3123 N CLYBOURN AVE,CHICAGO,IL,60618-6424
43724964V,CHICAGO WEB MANAGEMENT,9540 S 50TH CT,,OAK LAWN,IL,60625
3787308A,"CHICAGO WHITE SOX, LIMITED",333 W 35TH ST,,CHICAGO,IL,60616
50078145,CHICAGO WHOLESALE HARDWARE,171 N HALSTED STREET,,CHICAGO,IL,60661
33308278V,CHICAGO WINTER COMPANY LLC,1 N LA SALLE ST # 3210,,CHICAGO,IL,60602
95253090L,CHICAGO WOMEN IN TRADES,2444 W 16TH ST,,CHICAGO,IL,60608
95274040L,CHICAGO WOMEN'S AIDS PROJEC 01,6363 N BROADWAY,,CHICAGO,IL,60660
90197633T,CHICAGO WOMEN'S AIDS PROJECT,6363 N BROADWAY,,CHICAGO,IL,60660
91709532M,CHICAGO WORKFORCE INVESTMENT COUNCIL,60 W RANDOLPH ST STE 200  EFT,,CHICAGO,IL,60601
94141280Z,CHICAGO YOUTH BOXING CLUB,2300 S MILLARD AVE,,CHICAGO,IL,60623
65101977V,CHICAGO YOUTH CENTERS,104 S MICHIGAN AVENUE EFT,,CHICAGO,IL,60603
93389965V,"CHICAGO YOUTH PROGRAMS, INC",5350 S PRAIRIE AVENUE EFT,,CHICAGO,IL,60615
22672839P,CHICAGO_KOREAN-AMERICAN CHAMBER OF COM,5601 N SPAULDING AVE FL 1ST,5601 N SPAULDING AVE,CHICAGO,IL,60659
33645712V,CHICAGO-KENT COLLEGE OF LAW,IL INSTITUTE OF TECH,565 W ADAMS ST STE 530,CHICAGO,IL,60661-3691
93815473E,CHICAGOLAND BILLARDS,251 ANDOVER DR,,VALPARAISO,IN,46383
91268529L,CHICAGOLAND CHAMBER OF COMMERC,200 E RANDOLPH EFT,,CHICAGO,IL,60601-6436
95087747M,CHICAGOLAND LABORERS' TRAINING & APPRENTICE FUND,3841 S HALSTED ST # 3200,,CHICAGO,IL,60609
40132248V,CHICAGOLAND TRUCKING INCORP.,1335 S LOMBARD,,CICERO,IL,60804
33657933Z,CHICAGOLAND YTH/ADULT TRNG CENTER,4649 S PRAIRIE AVE,,CHICAGO,IL,60609
56779034,CHICAGO'S DOG HOUSE,816 WEST FULLERTON,,CHICAGO,IL,60614
93231148T,CHILDLINK,1100 W CERMAK ROAD EFT,,CHICAGO,IL,60608
93427732E,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,125 S WACKER DR FL 14TH  EFT,,CHICAGO,IL,60606-4475
3645151E,CHILDRENS' MEMORIAL HOSPITAL,2300 CHILDRENS PLAZA-BOX  87,,CHICAGO,IL,60614
95235374L,CHILDREN'S PLACE ASSOCIATION,700 N SACRAMENTO BOULEVARD EFT,,CHICAGO,IL,60612
9571967T,CHILDSERV 01,8765 W HIGGINS RD # 450,,CHICAGO,IL,60631
89639439T,CHINESE AMERICAN SERVICE LEAGUE,2141 S TAN COURT EFT,,CHICAGO,IL,60616
5042943L,CHINESE CONSOLIDATED BENEVOLENT ASSOCIATION OF CHICAGO,250 W 22ND PL FL BSMT,,CHICAGO,IL,60616
6989228M,"CHINESE MUTUAL AID ASSOCIATION, INC.",1016 W ARGYLE ST FL 1ST,,CHICAGO,IL,60640
93683000A,CHI-TOWN PRINTING INC,6025 N CICERO AVENUE EFT,,CHICAGO,IL,60646
94659776P,CHP XIV - DARUL AMAAN SENIOR APARTMENTS,OR TITLE SERVICES,19 S LA SALLE ST STE 501,CHICAGO,IL,60603
28373347H,CHRIS PAPPAS,10456 S SEELEY AVE,,CHICAGO,IL,60643
31296519A,CHRISOULA KOZONIS & KATHY ROMAS,4849 N MILWAUKEE AVE STE 302,,CHICAGO,IL,60630
40246762M,CHRIST CENTER OF TRUTH,402 W 71ST STREET EFT ST,,CHICAGO,IL,60621
54467022,CHRIST LIFE CHURCH CHICAGO,PO BOX 17357,,CHICAGO,IL,60617
5424691X,CHRIST WAY MISSIONARYS BAPTIST CHURCH,1210 E 62ND ST,,CHICAGO,IL,60637
9099540Z,CHRISTIAN COMMUNITY HEALTH CENTER,9718 S HALSTED ST,,CHICAGO,IL,60628
93406539T,CHRISTIAN FELLOWSHIP FLOCK,2435 W DIVISION EFT,,CHICAGO,IL,60622
22195457V,CHRISTIAN-ROGE & ASSOCIATES,211 W WACKER DR STE 600,,CHICAGO,IL,60606-7217
48937730Z,CHRISTINA MURPHY,1757 N HOYNE AVE,,CHICAGO,IL,60641
31320880T,"CHRISTOFANO EQUIPMENT CO., INC.",9643 S HARLEM AVE,,CHICAGO RIDGE,IL,60415
54705351,CHRISTOPHER B COHEN,444 GREENLEAF,,GLENCOE,IL,60022
31313650A,CHRISTOPHER B. BURKE ENGR. LIMITED,9575 W HIGGINS RD STE 600,,DES PLAINES,IL,60018
92179065L,CHRISTOPHER ECHOLS,9944 S PROSPECT AVE,,CHICAGO,IL,60643
55978021,CHRISTOPHER GROOMS,53 W JACKSON SUITE 1615,PLAINTIFF,CHICAGO,IL,60604
81082240T,CHRISTOPHER HANSEN,11469 S HOMAN AVE,,CHICAGO,IL,60655
15771772X,CHRISTOPHER HOUSE 02,2507 N GREENVIEW AVENUE EFT,,CHICAGO,IL,60614
93704280X,CHRISTOPHER J. STEINMETZ,6816 W 65TH ST # 6,,CHICAGO,IL,60638
93406609P,CHRISTOPHER LEE,2921 S MICHIGAN AVE,,CHICAGO,IL,60619
1036325,CHRISTOPHER SMITH,7249 SOUTH VERNON AVE,,CHICAGO,IL,60619
15551683L,CHRISTY WEBBER LANDSCAPES,2900 W FERDINAND EFT,,CHICAGO,IL,60612
93980765A,CHROMY'S TOWING,2033 W FERDINAND ST,,CHICAGO,IL,60612
22390009P,CHURCH OF GOD COMM. DAY CARE,1738 W MARQUETTE RD # 1,,CHICAGO,IL,60636
94076257A,"CHURCHVIEW MANOR PRESERVATION LP. OR TITLE SERVICES, INC.",610 E ROOSEVELT RD,,WHEATON,IL,60187
73946247X,CHURRO FACTORY INC,2214 S WOLCOTT AVE FL 1ST,,CHICAGO,IL,60608
56713034,CIARDELLI CUMMINGS & CAMPAGNA,& BRANDON YANKOWSKI,70 EAST LAKE STREET SUITE 1000,CHICAGO,IL,60601
31331458M,CICA-TERMINAL EQUIPMENT CORP.,PO BOX 661125,,CHICAGO,IL,60666
93168902X,CICELY KILLINGSWORTH-POTTS,4915 S DREXEL BLVD # 104,,CHICAGO,IL,60615
55810024,CICERO ARCHER NRG LLC,225 WEST HUBBARD,4TH FLOOR,CHICAGO,IL,60638
93184710E,CINDY M SWERDON,269 HAYES,,NORTHLAKE,IL,60164
22494460T,CINEMA/CHICAGO THE CHICAGO INT,CHICAGO INT'L FILM FESTIVAL,32 W RANDOLPH ST,CHICAGO,IL,60601
15702502M,"CIORBA GROUP, INC.",5507 N CUMBERLAND AVENUE EFT,,CHICAGO,IL,60656
93934351V,CIRCLE FAMILY HEALTH NETWORK,5002 W MADISON STREET EFT,,CHICAGO,IL,60604
94583752M,CIRCLE URBAN MINISTRIES 01,118 N CENTRAL AVE,,CHICAGO,IL,60644
44838014L,CIRCUIT COURT OF COOK COUNTY,120 N CLARK ST,,CHICAGO,IL,60602
93898746Z,CISION US INC,PO BOX 842869,,BOSTON,MA,
93908373E,CITI CARDS,C/O PROCESSING CENTER,,DES MOINES,IA,50363
55456022,CITIZEN'S   FINANCIAL  GROUP,13606   MICHIGAN  AVENUE,,DEARBORN,MI,48126
70590839V,CITIZENS UTILITY BOARD (CUB),208 S LA SALLE ST STE 1760,,CHICAGO,IL,60604
64268930V,CITRIX ONLINE,1000 W TEMPLES ST,,LOS ANGELES,CA,90012
85239823Z,CITY COLLEGES OF CHICAGO,CONVERSION ADDRESS,,CHICAGO,IL,60602
38640095H,CITY COLLEGES OF CHICAGO - WORKFORCE INSTITUTE,2800 S WESTERN AVE,,CHICAGO,IL,60608
33674170H,CITY COLLEGES OF CHICAGO 01,HAROLD WASHINGTON COLLEGE,30 E LAKE ST RM 222,CHICAGO,IL,60601
93544355L,"CITY ESCAPE GARDEN & DESIGN,LLC.",3022 W LAKE STREET EFT,,CHICAGO,IL,60612
55369023,CITY FRONT CENTER WEST,455 NORTH CITY FRONT PLAZA DRIVE,SUITE  #2000,CHICAGO,IL,60611
14937902L,"CITY LIGHTS, LIMITED/ZSL ELECTRIC",9993 VIRGINA AVE,,CHICAGO RIDGE,IL,60644
56561120,CITY OF ANNISTON: THE VICTORIA INN,1600 QUINTARD AVENUE,,Anniston Northwest,AL,36201
52335620V,CITY OF BLUE ISLAND,13031 S GREENWOOD AVE,,BLUE ISLAND,IL,60406
93461809T,CITY OF CALUMET CITY,CCPD 1200 PULASKI RD (EFT),,CALUMET CITY,IL,60409
85239958M,CITY OF CHICAGO,DEPT HUMAN RESOURCES,121 N LA SALLE ST # 1100,CHICAGO,IL,60602
1060706,CITY OF CHICAGO DEPT OF WATER,333 S. STATE ST STE LL10,,CHICAGO,IL,606043979
52335658T,CITY OF CHICAGO HEIGHTS,1601 S HALSTED,,CHICAGO HEIGHTS,IL,60411
31352521M,CITY OF CHICAGO STREETS & SAN BUREAU OF TRAFFIC SERVICES,ELECTRICAL CONSTRUCTION DIV,121 N LA SALLE CITY HALL,CHICAGO,IL,60602
52403024,CITY OF CHICAGO-DEPENDENT CARE,121 NORTH LASALLE,,CHICAGO,IL,60602
31352538Z,CITY OF EVANSTON CITY CLERK,2100 RIDGE AVE RM 3600,,EVANSTON,IL,60204
52335684E,CITY OF HARVEY,15320 BROADWAY,,HARVEY,IL,
27471459T,CITY TREASURER / HARRIS BANK,121 N LA SALLE ST RM 204,,CHICAGO,IL,60602
31352652E,CITY TREASURER 06,PAYROLL,,CHICAGO,IL,
33657156E,CITY TREASURER/BLUE ADVANTAGE HMO/,BLUE CROSS/SHIELD IL,300 E RANDOLPH ST,CHICAGO,IL,60601-5099
95235635V,CITY TREASURER/BLUE CROSS DENTAL HMO/,300 E RANDOLPH ST,,CHICAGO,IL,60601
85239834H,CITY TREASURER/UNICARE HEALTH,PLANS OF THE MIDWEST,233 S WACKER DR,CHICAGO,IL,60606
23235247L,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,1950 W PERSHING RD,1950 W PERSHING RD,CHICAGO,IL,60609
93385988E,CITYSPAN,2054 UNIVERSITY AVE  5F,,BERKELEY,CA,94704
94793470A,CITY-WIDE TAX ASSISTANCE PROGRAM,IT ADDS UP,233 S WACKER DR STE 9100,CHICAGO,IL,60606
22356082V,CIVIL CONTRACTOR & ENGINEERS INC,PO BOX 1268,,MORTON GROVE,IL,60053-7268
51966022,CIVIL RIGHTS CENTER,& HAPPY MOSHA,4554 N. BROADWAY AVE. STE. 325,CHICAGO,IL,60640
31315662V,CIVILTECH ENGINEERING INC,450 E DEVON AVE STE 300,,ITASCA,IL,60143
87560738H,CJE SENIOR LIFE,3003 W TOUHY EFT,,CHICAGO,IL,60645
93427744T,CJE SENIORLIFE 01,3003 W TOUHY EFT,,CHICAGO,IL,60645
50606608P,CJF1 LLC JP MORGAN CHASE BANK,JP MORGAN CHASE BANK,3580 PAYSPHERE CIR,CHICAGO,IL,60674
93431965A,CJUF III HARPER COURT LLC,C/O VERMILLION DEVELOPMENT INC,180 N STETSON AVE STE 3500,CHICAGO,IL,60601
93704061M,CLAIRE H ENGEL,6216 N NEWARK AVE,,CHICAGO,IL,60631
44068586H,CLARENCE E. JASPER,9254 S BURNSIDE AVE,,CHICAGO,IL,60619
85241474H,CLARETIAN ASSOCIATES. NBHOD DEV OFFICE,9108 S BRANDON AVE,,CHICAGO,IL,60617
33450478M,CLARION ASSOCIATES INC.,601 S LA SALLE ST # 600,,CHICAGO,IL,60605
94647592E,CLARITY PARTNERS LLC,227 W MONROE ST,,CHICAGO,IL,60606
56009036,"CLARK STREET DEVELOPMENT, LLC.",980 NORTH MICHIGAN AVENUE,SUITE  #1280,CHICAGO,IL,60611
55933057,CLASS ACTION ADMINISTRATION INC,10875 DOVER STREET #300,,WESTMINSTER,CO,80021
73610438X,CLASSIC GUTTER COMPANY INC,1120 N 31ST AVENUE EFT,,MELROSE PARK,IL,60160
85683782Z,CLASSIC PARTY RENTALS,9480 W 55TH ST,,,IL,60525
94240897T,CLAUDIA CIRO & GENARO CASTILLO,6252 S CENTRAL AVE,,CHICAGO,IL,60638
21965152E,"CLAUSEN MILLER, P.C",10 S LA SALLE ST STE 1600,,CHICAGO,IL,60603
94252021P,"CLAUSS ADR, INC.",310 BUSSE HWY,,PARK RIDGE,IL,60068
85251065V,CLEAR CHANNEL BROADCASTING INC,3944 COLLECTION CENTER DR,,CHICAGO,IL,60693
86479445Z,CLEAR CHANNEL CHICAGO TRAFFIC,3964 COLLECTION CENTER DR,,CHICAGO,IL,60693
85240385H,CLEAR CHANNEL OUTDOOR,PO BOX 200792,,DALLAS,TX,75320-0792
31352837L,CLERK OF THE CIRCUIT COURT,RICHARD J DALEY CENTER RM 1005,,CHICAGO,IL,60602
52305021,CLIFFORD LAW OFFICES PC,& JOANNE PONZIO,120 N. LASALLE ST. STE. 3100,CHICAGO,IL,60602
93210491X,CLIHTF,33 N LA SALLE ST,,CHICAGO,IL,60601
90325783Z,"CLOVERHILL PASTRY-VEND, LLC",2035 N NARRAGANSETT AVE FL 1ST,,CHICAGO,IL,60639
85245608E,CLOVIS INVESTMENTS LLC,1404 JOLIET RD  S#4,,ROMEOVILLE,IL,60446
93363629P,CMAS INC,PO BOX 2243,,NORTHLAKE,IL,60164
93723322E,"CMO, INC.",5922 S ARCHER AVE,,CHICAGO,IL,60638
36247675E,CNN AIRPORT NETWORK,ONE CNN CENTER SE 07-INVOICING,,ATLANTA,GA,30303
55209021,COACH INC,516 W 34TH STREET,,NEW YORK,NY,10001
6727956E,COACH USA CHICAGO,4400 S RACINE AVE,,CHICAGO,IL,60609-2691
74896172A,COALITION FOR AMERICA'S GATEWAYS & TRADE CORRIDORS,500 NEW JERSEY AVE NW STE 400,,WASHINGTON,DC,20001
31316204X,COALITION OF LIMITED ENGLISH,53 W JACKSON BLVD STE 1301  EFT,,CHICAGO,IL,60604-3501
93894830M,COBAN RESEARCH & TECHNOLOGIE,11375 W SAM HOUSTON PKWY SOUTH,,HOUSTON,TX,77031
31335228E,CODE GROUP,111 W WASHINGTON ST STE 450,,CHICAGO,IL,60602
93829038P,CODY M. CONNELLY,3350 N NAGLE AVE,,CHICAGO,IL,60634
55942045,COFFMAN LAW OFFICES P C,"JAWANA BRYANT AND DENISE NOWELLS, ILLINOIS DEPT OF HEALTHCARE & FAMILY SERVICES",2615 NORTH SHEFFIELD AVENUE SUITE #1,CHICAGO,IL,60614
94125914M,COGHLAN LAW LLC.,161 N CLARK ST STE 1325  EFT,,CHICAGO,IL,60601
1039117,COHASSET ASSOCIATES INC,3806 LAKE PRINT TOWER,505 N. LAKE SHORE DR,CHICAGO,IL,606113407
93444380P,COLD CHAIN TECHNOLOGY SERVICES LLC,244 FLIGHTLINE DR,,SPRING BRANCH,TX,78070
93949602V,COLE TAYLOR BANK,225 W WASHINGTON EFT,,CHICAGO,IL,60606
60403606V,COLETTE HOLT & ASSOCIATES,541 W ARLINGTON PL,,CHICAGO,IL,60614-5916
31286018T,COLLEGE OF DUPAGE,ACCOUNTS RECEIVABLE,425 22ND ST,GLEN ELLYN,IL,60137-6599
94234193T,COLLINS BARGIONE & VUCKOVICH/CHICAGO,& IRENE ROSARIO,ONE NORTH LASALLE STREET SUITE 300,CHICAGO,IL,60602
35882066V,COLLINS ENGINEERS INC,123 N WACKER DRIVE EFT,,CHICAGO,IL,60606
93523785Z,"COLLINS, BARGIONE, & VUCKOVICH",ONE NORTH LASALLE STREET-#300,,CHICAGO,IL,60602
93915726Z,COLLOBORATIVE HEALTHCARE URGCY,2250 E DEVON EFT,,DES PLAINES,IL,60018
15132409T,COLOVOS COMPANY,4444 W OHIO STREET EFT,,CHICAGO,IL,60624
94124072V,"COLUMBIA CAPITAL MANAGEMENT, LLC.",6330 LAMAR AVE,,OVERLAND PARK,KS,66202
90570101H,COLUMBIA COLLEGE CHICAGO,600 S MICHIGAN AVE FL 5TH,,CHICAGO,IL,60605
93427736Z,"COMAR INDUSTRIES, INC.",PO BOX 88850,,CAROL STREAM,IL,60188
56721063,"COMBO SWELL BEATS ENTERTAINMENT, INC. F/S/O/ AWOLNATION",141 DUESENBERG DRIVE,SUITE  #8,WETLAKE VILLAGE,CA,91362
23407669P,COMCAST OF CHICAGO INC,1255 W NORTH AVE # 18614,,CHICAGO,IL,60622
85250500A,COMCAST SPOTLIGHT,12964 COLLECTIONS CENTER DR,,CHICAGO,IL,60693
93428796T,COMED EXELON ENERGY DELIVERY,THREE LINCOLN CENTER 6TH FL,,OAK BROOK,IL,60521
85251528Z,COMER SCIENCE & EDUCATION,20875 CROSSROADS CIR STE 100,,WAUKESHA,WI,53186
85249238A,COMM HELP CENTER,6349 N WESTERN AVENUE EFT,,CHICAGO,IL,60659
87200962H,COMM. COLLEGE DISTRICT #508,226 W JACKSON BOULEVARD EFT,,CHICAGO,IL,60606
50680024,COMMON THREADS,900 N BRANCH ST,,CHICAGO,IL,606224278
3794544E,COMMONWEALTH. EDISON CO.,3500 N CALIFORNIA AVE # 1,,CHICAGO,IL,60618
31287973E,COMMUNICATIONS REVOLVING FUND,PO BOX 7199,,SPRINGFIELD,IL,62791-7199
93615146T,COMMUNITY & ECONOMIC DEVELOPMENT ASSOC,208 S LASALLE EFT,,CHICAGO,IL,60604
92811221H,COMMUNITY ASSISTANCE PROGRAMS,11715 S HALSTED STREET EFT,,CHICAGO,IL,60628
33658532A,COMMUNITY CHRISTIAN. ALTERN ACADM,1231 S PULASKI RD,1231 S PULASKI RD,CHICAGO,IL,60623-1234
22196631X,COMMUNITY COUNSELING CENTERS OF CHICAGO,5710 N BROADWAY,,CHICAGO,IL,60660
93487766M,COMMUNITY DEVELOPMENT EXPERTS,18804 IMPULSE LANE EFT,,GAITHERSBURG,MD,20879
50086265,COMMUNITY HEALTH CHARITIES OF ILLINOIS,P O  BOX  #75799,,BALTIMORE,MD,21275
5043896V,COMMUNITY HOUSING PARTNERS VLP,II LP (TB) C/O ANTHONY J FUSCO JR,36 S WABASH AVE STE 1310,CHICAGO,IL,60603-1310
58599198A,COMMUNITY HOUSING PARTNERS XII LP,36 S WABASH AVE STE 1310,,CHICAGO,IL,60603
93786692Z,COMMUNITY HOUSING PARTNERS XV LP.,19 S LA SALLE ST STE 501,19 S LA SALLE ST STE 501,CHICAGO,IL,60603
93602569V,COMMUNITY INITIATIVES INC,222 S RIVERSIDE PLAZA EFT,,CHICAGO,IL,60606
31353200P,COMMUNITY INVESTMENT CORP,THE NORTHERN TRUST COMPANY,50 S LA SALLE ST # 927384,CHICAGO,IL,60675
93427784A,COMMUNITY INVESTMENT CORP 01,222 S RIVERSIDE PLZ,,CHICAGO,IL,
15810614H,COMMUNITY LEARNING CENTER INC,10612 S WENTWORTH EFT,,CHICAGO,IL,60628
85241484L,COMMUNITY MENTAL HLTH COUNCIL,8704 S CONSTANCE AVE,,CHICAGO,IL,60617
94141276A,COMMUNITY OUTREACH VOLUNTEERS NFP,400 W 76TH ST,,CHICAGO,IL,60620
69734834X,COMMUNITY REINVESTMENT FUND 01,801 NICOLLET MALL,,MINNEAPOLIS,MN,55402
93712763H,COMMUNITY RENOVATION PARTNERS,10 S RIVERSIDE PLZ STE 1800  EFT,,CHICAGO,IL,60606
50085983,COMMUNITY SHARES OF ILLINOIS,44 E. MAIN ST.              (EFT),SUITE 208,CHAMPAIGN,IL,61820
3646229T,COMMUNITY. SUPPORTIVE LIVING SYSTEMS SYSTEMS INC.,12231 S EMERALD AVE,,CHICAGO,IL,60628
55992031,COMPASS LEXECON LLC,909 COMMERCE ROAD,,ANNAPOLIS,MD,21401
92086142P,COMPBENEFITS CORPORATION,ATTN: FINANCE/QUINN BUI,100 MANSELL EAST EFT CT,ROSWELL,GA,30076
63690225H,COMPUTER AID INC,1390 RIDGEVIEW DRIVE EFT,,ALLENTOWN,PA,18104
31286884E,"CONCERTED EFFORTS, INC",PO BOX 600099,,NEWTONVILLE,MA,
1060587,"CONCESSION SERVICES, INC.",1723 S. MICHIGAN AVE.,,CHICAGO,IL,60616
93272974T,CONCORDIA PLACE,3300 N WHIPPLE EFT,,CHICAGO,IL,60618
85432020H,CONCRETE STRUCTURES/MY BAPS JV,7601 S KEDZIE AVE,,CHICAGO,IL,60652
93492290H,CONDOMINIUMS OF AUTUMN GREEN AT MIDWAY VILLAGE ASSOCIATION,111 E WACKER DR,,CHICAGO,IL,60601
16107905Z,"CONESTOGA-ROVERS & ASSOCIATES, INC.",2055 NIAGARA FALLS BLVD STE 3,,NIAGARA FALLS,NY,14304
93428780L,CONGRESS COMMONS LLC,504 S LARAMIE AVENUE EFT,,CHICAGO,IL,60644
94256322V,CONNECTED LIVING,300 CONGRESS ST,,QUINCY,MA,
15792629A,CONNIE'S PIZZA INC.,232 WESTGATE DR,,CAROL STREAM,IL,60188
91608400L,CONOCOPHILLIPS COMPANY,600 N DAIRY ASHFORD EFT,,HOUSTON,TX,77079
33658897H,CONRAD R REDDICK,1015 CREST ST,,WHEATON,IL,
95068197M,CONSERVATION CENTER,400 N WOLCOTT AVE,,CHICAGO,IL,60622
94073628M,"CONSERVATION DESIGN FORUM, INC",185 S YORK ST,,ELMHURST,IL,60126
31327094T,"CONSERVATION OF SCULPTURE & OBJECTS STUDIO, INC.","& OBJECTS STUDIO, INC.",900 S DES PLAINES AVE,FOREST PARK,IL,60130
94802371H,CONSILIENCE SOFTWARE,"BLDG 1, SUITE 150, 11305 FOUR POINTS DRIVE",,AUSTIN,TX,78726
94920401A,CONSOER TOWNSEND ENVIRODYNE,1178 PAYSPHERE CIRCLE EFT,,CHICAGO,IL,60674
52781676M,CONSTANT CONTACT INC,1601 TRAPELO RD STE 329,,WALTHAM,MA,
94231470E,CONSTELLATION NEWENERGY INC,14217 COLLECTIONS CENTER DR,,CHICAGO,IL,60693
85244179Z,CONSTRUCTION CAREERS COUNCIL,5410 S STATE STREET EFT,,CHICAGO,IL,60609
31353351M,CONSTRUCTION TECHNOLOGY LABS,"LABORATORIES, INC.",5400 OLD ORCHARD RD,SKOKIE,IL,60077-1030
94672490T,CONTINENTAL AFRICAN CHAMBER,2929 S WABASH AVE STE 203,,CHICAGO,IL,60616
94659756L,CONTINENTAL AIR TRANSPORT CHICAGO SCHOOL TRANSIT JV LLC,2100 CLEARWATER DR,,OAK BROOK,IL,60523
3669085A,CONTINENTAL ENVELOPE CORP,1700 AVERILL ROAD EFT,,GENEVA,IL,60678-6788
55966030,CONTINENTAL STYLE TUCKPOINTING,4337 WEST LAKE STREET,,CHICAGO,IL,60624
31311348V,CONTINENTAL TESTING SERVICES,PO BOX 100,,LA GRANGE,IL,60525-0100
94153780L,CONTINENTAL WIRELESS INC.,10455 VISTA PARK RD,,DALLAS,TX,75238
94370914E,"CONVERGE MEDIA, INC",1001 MEADOW RD,,GLENCOE,IL,60022
56340033,CONWAY LAW OFFICE PC,& JOHNNY BRITTON,"77 W WASHINGTON, #1113",CHICAGO,IL,60602
1058846,COOK COUNTY ANIMAL CONTROL,10220 S. 76TH AVE.,,BRIDGEVIEW,IL,604552427
31353659T,COOK COUNTY COLLECTOR,PO BOX 802448,,CHICAGO,IL,60680-2448
95261572P,COOK COUNTY COMMISSION REAL ESTATE MANAGEMENT DIVISION,69 W WASHINGTON ST,,CHICAGO,IL,60602
